img_id,class,aopc,max_sensitivity
ID_42f530a0e,any,0.5027299925684929,39.500267028808594
ID_22d442594,any,0.36505611762404444,35.979644775390625
ID_5261c0876,any,0.6078500166535378,54.986427307128906
ID_131216d84,any,0.4933587372303009,28.877769470214844
ID_465d4154c,any,0.2468871295452118,31.1778621673584
ID_73a8e2129,any,0.10775216817855834,36.375179290771484
ID_f16f4422c,any,0.4435465678572655,29.442806243896484
ID_7bc283739,any,0.12218906879425048,56.050289154052734
ID_ca86d35fa,any,0.41376069784164426,19.613317489624023
ID_432ab5f8b,any,0.5594944447278977,26.45632553100586
ID_f7e49e748,any,0.16790506839752198,49.254154205322266
ID_9e2431aa4,any,0.12715070247650145,34.02527618408203
ID_51a4232c2,any,0.26865081787109374,23.660785675048828
ID_bf21da2c2,any,0.2742255851626396,32.907249450683594
ID_8a2535ea0,any,0.3751626282930374,23.31655502319336
ID_3e4deb160,any,0.3096372902393341,32.69917297363281
ID_a14154324,any,0.09870830774307252,30.53802490234375
ID_1558af610,any,0.20139508843421935,55.34401321411133
ID_a34429626,any,0.20188907980918885,20.66754150390625
ID_781ca8363,any,0.5555864118039608,18.351518630981445
ID_489712309,any,0.4114811778068542,27.060487747192383
ID_e787d745c,any,0.4364491939544678,29.62994956970215
ID_5b124e51d,any,0.2654743939638138,28.04872703552246
ID_407748665,any,0.037397295236587524,43.94800567626953
ID_070d6fe85,any,0.04673818349838257,42.08490753173828
ID_77f642a1a,any,0.3633394181728363,20.818552017211914
ID_c273bfd22,any,-0.1318117082118988,48.993167877197266
ID_76b84b3fc,any,0.18548116087913513,39.85786437988281
ID_c2347aab1,any,0.1785830080509186,33.546966552734375
ID_d4e7cadc0,any,0.3047353833913803,25.7248477935791
ID_ca98af74a,any,-0.009940403699874877,38.08067321777344
ID_4fcacdc9a,any,0.20729851126670837,35.95625686645508
ID_6c5d30613,any,0.33893629610538484,44.90148162841797
ID_90775fd2c,any,0.3653386980295181,31.851543426513672
ID_cc827dc8f,any,0.18457262516021727,38.82433319091797
ID_d5beafb98,any,0.0843930035829544,64.14823913574219
ID_70e2ed635,any,0.32746260315179826,36.696075439453125
ID_8829e327a,any,0.19702023267745972,36.30158996582031
ID_95917884f,any,0.1291397124528885,42.18705749511719
ID_c89199166,any,0.1954786568880081,38.16806411743164
ID_ad1a39790,any,0.5349475905299187,25.465734481811523
ID_e072c8ee2,any,0.15412079095840453,24.280614852905273
ID_75e12d77f,any,-0.05042218565940857,44.75107192993164
ID_d299ff901,any,-0.0409753605723381,47.93581771850586
ID_3ed9612a3,any,0.46236076173372564,30.09005355834961
ID_bfb84b90e,any,0.45352899134159086,33.45432662963867
ID_6bcf23344,any,0.39107145071029664,20.19068717956543
ID_e0544a45d,any,0.5268410906195641,24.684940338134766
ID_3c585141b,any,0.31883654743433,38.3570442199707
ID_85044841f,any,0.3251670658588409,36.6537971496582
ID_6e36d08e2,epidural,0.16449029194191098,45.904014587402344
ID_aa259d218,epidural,0.13895616284571588,36.05888748168945
ID_aed9c47fe,epidural,0.06210705460980535,26.349016189575195
ID_7fadd5e0a,epidural,0.15587751904968172,19.088146209716797
ID_2ba2cbb1d,epidural,0.07278612200170756,22.258056640625
ID_286716287,epidural,0.0926740314811468,37.53676986694336
ID_326f66a75,epidural,0.13522343432996423,38.53768539428711
ID_a8b23e5ff,epidural,0.13445627107284963,33.703128814697266
ID_7339c1a56,epidural,0.1026857655029744,28.66554832458496
ID_ba637cdd2,epidural,0.09437310402281582,15.87408447265625
ID_42b997042,epidural,0.0724376070080325,24.225841522216797
ID_50046cb8e,epidural,0.035204965202137825,33.36198043823242
ID_6cdfc23df,epidural,0.20368642481043936,18.148103713989258
ID_e68f96d48,epidural,0.0649505634792149,26.954051971435547
ID_ad3fadbc0,epidural,0.12441516481339931,13.539999008178711
ID_8e91c84d9,epidural,0.058205528254620734,34.26051330566406
ID_441ef63ac,epidural,0.055452021583914754,37.381900787353516
ID_665a48db2,epidural,0.07605603624833748,32.97117614746094
ID_253603bd0,epidural,0.06559559721499682,42.354034423828125
ID_6bc933386,epidural,0.10326292579993605,30.971702575683594
ID_466012d3f,epidural,0.041091629210859536,40.467979431152344
ID_42a71ea3a,epidural,0.1828439858276397,31.762178421020508
ID_0902966fd,epidural,0.11440064879134297,17.425634384155273
ID_d39e127b8,epidural,0.12543282695114613,29.213491439819336
ID_f76433783,epidural,0.1688623946160078,35.387901306152344
ID_bd4b82fe0,epidural,0.13688404411077498,42.98910140991211
ID_2de51779d,epidural,0.1726802268065512,40.7028923034668
ID_41340a9ce,epidural,0.057320698630064726,29.673967361450195
ID_3142b4b3d,epidural,0.05298368679359555,34.26051712036133
ID_9f130860c,epidural,0.11544438051059842,33.210670471191406
ID_8eb80c637,epidural,0.11733101599384099,33.315250396728516
ID_0c69ede9a,epidural,0.20272118537686765,38.08930587768555
ID_043ad4f87,epidural,0.08083305545151234,10.455118179321289
ID_531b2cbbc,epidural,0.040575303975492714,46.516563415527344
ID_4a5fdca39,epidural,0.1232425098773092,23.428945541381836
ID_5e05d046a,epidural,0.08495800864184275,32.01551818847656
ID_8a1af3f75,epidural,0.11109435139223933,19.337907791137695
ID_fb5664a34,epidural,0.10581343937665225,31.655431747436523
ID_3de1f0e18,epidural,0.14743737336248158,38.98722457885742
ID_391850ae1,epidural,0.21444106828421355,47.484130859375
ID_0d9807d85,epidural,0.11486218683421612,45.09229278564453
ID_7dd9074dd,epidural,0.029430163092911243,45.53834533691406
ID_41983b752,epidural,0.06838284842669964,48.50141525268555
ID_49290c686,epidural,0.08533628294244408,46.41021728515625
ID_a17e62ac4,epidural,0.2190437470562756,29.734220504760742
ID_fa5740d59,epidural,0.2973518628627062,21.838768005371094
ID_f7d0aea20,epidural,0.04943845933303237,36.21345901489258
ID_639d7a78f,epidural,0.09306096229702235,36.14748764038086
ID_3cf0dc989,epidural,0.08334033153951168,33.37539291381836
ID_221b0df70,epidural,0.24989976258948446,32.66973876953125
ID_9ceaa8e9c,intraparenchymal,0.4348147274926305,36.280548095703125
ID_0c27949cd,intraparenchymal,0.15499607282690703,22.126523971557617
ID_95c4a2117,intraparenchymal,0.5628379141911865,22.244253158569336
ID_236990434,intraparenchymal,0.8935380278155207,7.809925079345703
ID_a8ad0a8be,intraparenchymal,0.7766477052122355,22.728960037231445
ID_a65cd780a,intraparenchymal,0.8012684132903815,9.275031089782715
ID_4fbac8611,intraparenchymal,0.8063613511621952,14.67300033569336
ID_7299e0954,intraparenchymal,0.4067595850676298,39.7242431640625
ID_90b5f46f9,intraparenchymal,0.8318466413766146,13.426959037780762
ID_d8be36422,intraparenchymal,0.7110933288931847,13.847198486328125
ID_5c58a1688,intraparenchymal,0.7654237428680062,10.821442604064941
ID_8800a48bb,intraparenchymal,0.4536573953926563,45.5483283996582
ID_51be293a4,intraparenchymal,0.7610073644667864,6.749612808227539
ID_d799a641c,intraparenchymal,0.5868147330358624,10.847124099731445
ID_96c28aa80,intraparenchymal,0.9030214729718864,9.095695495605469
ID_cdd37ed60,intraparenchymal,0.557710949331522,16.89874267578125
ID_03b23b4a6,intraparenchymal,0.6388070345856249,13.495499610900879
